1924,4,あんぜん,安全,あぶなくないこと。,名詞
1925,4,あんぜん,暗然,気持ちが暗いさま。,形容動詞
1926,4,あんたい,安泰,世の中などが、無事であるさま。,形容動詞
1927,4,あんたら,貴方等,あなたたち。,名詞
1928,4,あんたん,暗澹,倉k、すごみを感じるさま。,形容動詞
1929,4,あんてい,安定,一定の状態を保ち、動かないこと。,名詞
1930,4,アンテナ,antenna,電波の受信などをおこなう装置。,名詞
1931,4,あんてん,暗転,よくない状態に変化すること。,名詞
1932,4,あんとう,暗闘,かげで、ひそかに争うこと。,名詞
1933,4,アントレ,entree,西洋料理で、献立の中心となる料理。,名詞
1934,4,アンダー,under,下。,名詞
1935,4,アンデス,Andes,南アメリカ大陸にある山脈。,名詞
1936,4,アンドゥ,undo,パソコンで、直前の操作を取り消すこと。,名詞
1937,4,あんどう,安藤,日本で７１番目に多い苗字。,名詞
1938,4,アンドラ,Andorra,フランスとスペインにはさまれた公国。,名詞
1939,4,あんどん,行灯,紙をはった枠をつけた照明具。,名詞
1940,4,あんない,案内,人が行きたい場所に、みちびくこと。,名詞
1941,4,あんなか,安中,群馬県の市。,名詞
1942,4,あんにん,杏仁,アンズの種子。薬用や料理用に使われる。,名詞
1943,4,あんねい,安寧,社会が安らかであること。,名詞
1944,4,あんのん,安穏,平和で、おだやかなさま。,形容動詞
1945,4,アンホイ,安徽,中国の省の一つ。,名詞
1946,4,あんばい,案配・按排・按配,ほどよく、ならべること。,名詞
1947,4,あんばい,塩梅,味かげん。,名詞
1948,4,アンバー,amber,こはく色。,名詞
1949,4,アンバー,umber,絵の具などの原料になる、褐色の顔料。,名詞
1950,4,あんぶん,案分・按分,割合に応じて分けること。,名詞
1951,4,あんぶん,案文,下書きの文章。,名詞
1952,4,あんパイ,安牌,安全牌。麻雀で、切っても安全な牌。,名詞
1953,4,あんパン,餡―,中にあんの入ったパン。,名詞
1954,4,あんぷく,按腹,腹をもんだり、さすったりする療法。,名詞
1955,4,アンプル,ampoule,注射液などを保存する、ガラスの容器。,名詞
1956,4,アンペア,anpere,電流の強さの単位。記号Ａ。,名詞
1957,4,アンペラ,ampela,カヤツリグサ科の多年草。むしろの材料。,名詞
1958,4,あんぽう,罨法,湿らせた布を、痛むところに当てる療法。,名詞
1959,4,あんぽり,安保理,国連の安全保障理事会。,名詞
1960,4,あんまく,暗幕,部屋を暗くするための、まく。,名詞
1961,4,あんまし,あんまし,あまり。あんまり。たいして。,名詞
1962,4,あんまり,余り,あまり。たいして。,名詞
1963,4,あんまん,餡饅,中にあんのはいった、まんじゅう。,名詞
1964,4,アンマン,Amman,ヨルダンの首都。,名詞
1965,4,あんみつ,餡蜜,あんのはいった、みつ豆。,名詞
1966,4,あんみん,安眠,ぐっすりねむること。,名詞
1967,4,あんもく,暗黙,なにも言わず、だまること。,名詞
1968,4,あんやく,暗躍,こっそりと、策略をめぐらすこと。,名詞
1969,4,あんらく,安楽,やすらかで、楽であるさま。,名詞
1970,4,あんるい,暗涙,人知れず、かげで流すなみだ。,名詞
1971,4,アーサー,Arthur,アメリカ第２１代大統領。,名詞
1972,4,アーせん,Ａ線,バイオリンの第二弦。,名詞
1973,4,アートし,―紙,写真版の印刷に使う、光沢がある高級紙。,特殊
1974,4,アーバン,urban,都市。都会。,名詞
1975,4,あーぱー,アーパー,ばか。,名詞
1976,4,アーマー,armor,よろい。,名詞
1977,4,アーミー,army,軍隊。陸軍。,名詞
1978,4,アーメン,amen,キリスト教で、祈りの終わりのことば。,名詞
1979,4,アーリー,early,早い。初期の。,名詞
1980,5,あいえんか,愛煙家,タナコが好きな人。,名詞
1981,5,あいおいし,相生市,兵庫県の市。五十音順で最初の市,名詞
1982,5,アイカップ,I cup,カップの周囲の差が３０ｃｍのブラ。,特殊
1983,5,アイカメラ,eye camera,眼球の動きをとらえる装置。,名詞
1984,5,あいきどう,合気道,素手を使った、武術の一種。,名詞
1985,5,あいきゃく,相客,相席の客。,名詞
1986,5,アイキュー,IQ,知能指数。,名詞
1987,5,あいきょう,愛郷,ふるさとを愛すること。,名詞
1988,5,あいきょう,愛敬・愛嬌,かわいらしい感じ。,名詞
1989,5,あいくおう,阿育王,古代インドのマウリヤ朝の第３代の王。,動詞
1990,5,あいけんか,愛犬家,イヌをかわいがる人。,名詞
1991,5,あいこうか,愛好家,好きで楽しんでいる人。,名詞
1992,5,あいことば,合い言葉,味方であることを示す、合図のことば。,名詞
1993,5,あいさいか,愛妻家,妻を大切にする人。,名詞
1994,5,あいされる,愛される,愛情をそそがれる。,動詞
1995,5,あいしてる,愛してる,愛情を伝える、もっとも代表的なことば。,動詞
1996,5,あいしゅう,哀愁,哀しい感じ。,名詞
1997,5,あいしゅう,愛執,物事にとても執着すること。,名詞
1998,5,あいしょう,哀傷,悲しんで、心をいためること。,名詞
1999,5,あいしょう,愛唱,好んで歌うこと。,名詞
2000,5,あいしょう,愛称,親しみをこめた別の名前。ニックネーム。,名詞
2001,5,あいしょう,相性・合い性,男女の性格などが、合うかどうか。,名詞
2002,5,あいしょか,愛書家,本が好きな人。,名詞
2003,5,アイシング,icing,筋肉を、氷で冷やすこと。,名詞
2004,5,アイスてん,―店,アイスを売る店。,特殊
2005,5,アイスバー,ice bar,棒状の氷菓子。,名詞
2006,5,あいすべき,愛すべき,かわいらしい。,動詞
2007,5,あいせつさ,哀切さ,とても哀れであること。,名詞
2008,5,あいせつみ,哀切み,とても哀れである感じ。,名詞
2009,5,アイソポス,Aisopos,古代ギリシャの寓話作家。イソップ。,名詞
2010,5,あいじょう,愛嬢,大事にしている娘。,名詞
2011,5,あいじょう,愛情,愛する気持ち。,名詞
2012,5,あいじるし,合い印,味方であることを知らせる目印。,名詞
2013,5,アイゼナハ,Eisenach,ドイツの工業都市。作曲家バッハの生地。,名詞
2014,5,あいたいす,相対す,お互いに向かい合う。,名詞
2015,5,あいちけん,愛知県,東海地方の県。,名詞
2016,5,あいちじん,愛知人,愛知のひと。,名詞
2017,5,あいちゃく,愛着,人や物を、手放したくないと思うこと。,名詞
2018,5,あいちょう,哀調,悲しい感じがする、音楽の感じ。,名詞
2019,5,あいちょう,愛聴,好んできくこと。,名詞
2020,5,あいちょう,愛鳥,かわいがっている鳥。,名詞
2021,5,あいついで,相次いで,次々と続いて。,動詞
2022,5,アイティー,IT,情報技術。,名詞
2023,5,あいてかた,相手方,相手。先方。,名詞
2024,5,あいてこく,相手国,対する国。,名詞
2025,5,あいてがた,相手方,相手。先方。,名詞
2026,5,あいてどる,相手取る,争う相手とする。,動詞
2027,5,あいてらす,相照らす,お互いに効果を与える。,動詞
2028,5,あいともに,相共に,いっしょに。,副詞
2029,5,あいだがら,間柄,関係。つきあい。,名詞
2030,5,あいづぬり,会津塗,福島県の会津地方で作られる漆器。,名詞
2031,5,あいづふじ,会津富士,福島県の磐梯山の別名。,名詞
2032,5,アイデアル,ideal,理想的。空想的。,名詞
2033,5,アイディア,idea,思いつき。案。,名詞
2034,5,アイディー,ID,アイディフィティケーション。,名詞
2035,5,あいのむち,愛の鞭,愛しているからこそ、与える罰。,名詞
2036,5,アイバンク,eye bank,角膜の移植を仲介する機関。,名詞
2037,5,あいびょう,愛猫,かわいがっているネコ。,名詞
2038,5,アイブラウ,eyebrow,まゆ毛。まゆをかく道具。アイブロー。,名詞
2039,5,アイブロウ,eyebrow,まゆ毛。まゆをかく道具。,名詞
2040,5,アイブロー,eyebrow,まゆ毛。まゆをかく道具。,名詞
2041,5,アイボリー,ivory,象牙。,名詞
2042,5,あいまいさ,曖昧さ,はっきりとしないさま。,名詞
2043,5,アイマスク,eye mask,明るい所で寝るため、目につけるマスク。,名詞
2044,5,あいまって,相俟って,お互いに影響しあって。,名詞
2045,5,アイメイク,eye make-up,目のあたりの化粧。,名詞
2046,5,アイメーク,eye make-up,目のあたりの化粧。,名詞
2047,5,あいやぐら,相矢倉,将棋で、互いに矢倉囲いをする戦法。,名詞
2048,5,アイライン,eyeline,目のまわりをふちどった線。,名詞
2049,5,あいらしい,愛らしい,かわいらしい。,形容詞
2050,5,あいらしげ,愛らしげ,かわいらしい感じ。,形容詞
2051,5,あいらしさ,愛らしさ,かわいらしいこと。,形容詞
2052,5,アイランド,island,島。,名詞
2053,5,アイロニー,irony,皮肉。あてこすり。,名詞
2054,5,あいわする,相和する,仲良くする。,名詞
2055,5,アウォード,award,賞。賞品。アワード。,名詞
2056,5,アウトドア,outdoor,野外。屋外。,名詞
2057,5,アウトロー,outlaw,無法者。,名詞
2058,5,アウトロー,out low,野球で、外角低めの球筋。,名詞
2059,5,あえがせる,喘がせる,あえぐようにさせる。,動詞
2060,5,あえがれる,喘がれる,苦しそうに息をされる。,動詞
2061,5,あえぎかた,喘ぎ方,喘ぐようす。,動詞
2062,5,あえぎごえ,喘ぎ声,苦しそうな声。,名詞
2063,5,あおあらし,青嵐,青葉のころに吹く風。,名詞
2064,5,あおいとり,青い鳥,メーテルリンクの童話。幸福のしるし。,形容詞
2065,5,あおくさい,青臭い,未熟である。,形容詞
2066,5,あおくささ,青臭さ,未熟であること。,形容詞
2067,5,あおくさみ,青臭み,未熟である感じ。,形容詞
2068,5,あおくなる,青くなる,おそれや心配で、顔色が悪くなる。,形容詞
2069,5,あおがえる,青蛙,アオガエル科のカエル。多くは緑色。,名詞
2070,5,あおがせる,仰がせる,仰ぐようにさせる。,動詞
2071,5,あおがれる,仰がれる,尊敬される。,動詞
2072,5,あおぎかた,扇ぎ方・煽ぎ方,うちわなどで、あおぐ方法。,動詞
2073,5,あおぎみる,仰ぎ見る,見上げる。,動詞
2074,5,あおぐろい,青黒い,青みのある黒い色をしている。,形容詞
2075,5,あおぐろさ,青黒さ,青黒いこと。,形容詞
2076,5,あおぐろみ,青黒み,青黒いところ。,形容詞
2077,5,あおざかな,青魚,イワシやサバなど、背中が青い魚。,名詞
2078,5,あおざめる,青ざめる,顔色が青白くなる。,動詞
2079,5,あおじろい,青白い・蒼白い,青みのある白い色をしている。,形容詞
2080,5,あおじろさ,青白さ・蒼白さ,青白いこと。,形容詞
2081,5,あおじろむ,青白む,青白くなる。,名詞
2082,5,あおたうり,青田売り,稲が成熟する前に、米を先売りすること。,名詞
2083,5,あおたがい,青田買い,卒業前の学生に内定を出すこと。,名詞
2084,5,あおたがり,青田買り,卒業前の学生に内定を出すこと。,名詞
2085,5,あおつづら,青葛,ツヅラフジ科のつる性植物。,名詞
2086,5,あおっぱな,青っ洟,青い鼻汁。,名詞
2087,5,あおだたみ,青畳,新しくて青々とした、たたみ。,名詞
2088,5,あおでんわ,青電話,青い公衆電話。,名詞
2089,5,あおナイル,青―,エチオピアから流れる、ナイル川の支流。,名詞
2090,5,あおにさい,青二才,若くて、経験の足りない男。,名詞
2091,5,あおによし,青丹よし,「奈良」などにかかる枕詞。,名詞
2092,5,あおのける,仰のける,あおむける。上に向ける。,動詞
2093,5,あおひょう,青票,国会で、反対の意思を示す青い票。,名詞
2094,5,あおばずく,青葉木莵,フクロウの一種。５月頃、日本に渡来。,名詞
2095,5,あおびかり,青光り,青く光ること。,名詞
2096,5,あおぶくれ,青膨れ,顔色が青く、むくんでいること。,名詞
2097,5,あおみどり,青緑,青と緑の中間の色。,名詞
2098,5,あおみどろ,青味泥・水綿,淡水藻の一種。糸状で、水田などで生育。,名詞
2099,5,あおむける,仰むける,上に向ける。,動詞
2100,5,あおものや,青物屋,野菜を売る店。,名詞
2101,5,あおもりし,青森市,青森県の市。県庁所在地。,名詞
2102,5,あおりあし,煽り足,水泳で、横泳ぎをするときの足の動作。,名詞
2103,5,あおりいか,障泥烏賊,イカの一種。ひれが幅広い。食用。,名詞
2104,5,あおりんご,青林檎,青っぽい色になる、リンゴの品種。,名詞
2105,5,あかいいと,赤い糸,運命の人との間にあるといわれる糸。,形容詞
2106,5,あかいえか,赤家蚊,昆虫のカの一種。日本脳炎を媒介。,名詞
2107,5,あかいとり,赤い鳥,鈴木三重吉が創刊した児童文学雑誌。,形容詞
